"Id","date_ins","date_record","id_stz","id_measure","raw_data","val_data","ist_data","min_data","max_data","count_data","std_data","var_data","int_data","minute_min","minute_max","perc_data","error_code","val_code","measure_state","year_record"
"121",2019-08-25 00:01:13,2019-08-25 00:00:00,6,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"122",2019-08-25 01:01:15,2019-08-25 01:00:00,6,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"123",2019-08-25 02:01:46,2019-08-25 02:00:00,6,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"124",2019-08-25 03:01:01,2019-08-25 03:00:00,6,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"125",2019-08-25 04:09:11,2019-08-25 04:00:00,6,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"126",2019-08-25 05:03:27,2019-08-25 05:00:00,6,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"127",2019-08-25 07:08:53,2019-08-25 06:00:00,6,8,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"128",2019-08-25 07:08:53,2019-08-25 07:00:00,6,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"129",2019-08-25 08:02:08,2019-08-25 08:00:00,6,8,13.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"130",2019-08-25 09:03:13,2019-08-25 09:00:00,6,8,13.8,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"131",2019-08-25 10:01:37,2019-08-25 10:00:00,6,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"132",2019-08-25 11:03:40,2019-08-25 11:00:00,6,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"133",2019-08-25 12:08:55,2019-08-25 12:00:00,6,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"134",2019-08-25 13:01:48,2019-08-25 13:00:00,6,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"135",2019-08-25 14:02:29,2019-08-25 14:00:00,6,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"136",2019-08-25 15:01:43,2019-08-25 15:00:00,6,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"137",2019-08-25 16:02:07,2019-08-25 16:00:00,6,8,13.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"138",2019-08-25 17:00:56,2019-08-25 17:00:00,6,8,13.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
